page_spanning_verse,page link
וְהִצַּלְתִּ֥יךָ בַיּוֹם־הַה֖וּא נְאֻם־יְהוָ֑ה 'אאא' וְלֹ֤א תִנָּתֵן֙ בְּיַ֣ד הָֽאֲנָשִׁ֔ים אֲשֶׁר־אַתָּ֥ה יָג֖וֹר מִפְּנֵיהֶֽם׃,268B
וַיֹּ֨אמֶר 'אאא' גְּדַלְיָ֤הוּ בֶן־אֲחִיקָם֙ אֶל־יוֹחָנָ֣ן בֶּן־קָרֵ֔חַ אַֽל־תַּעֲשֵׂ֖ה אֶת־הַדָּבָ֣ר הַזֶּ֑ה כִּֽי־שֶׁ֛קֶר אַתָּ֥ה דֹבֵ֖ר אֶל־יִשְׁמָעֵֽאל׃,269A
וַיֵּלְכ֗וּ וַיֵּֽשְׁבוּ֙ בְּגֵר֣וּת כִּמְהָ֔ם 'אאא' אֲשֶׁר־אֵ֖צֶל בֵּ֣ית לָ֑חֶם לָלֶ֖כֶת לָב֥וֹא מִצְרָֽיִם׃,269B
כִּי֩ כֹ֨ה אָמַ֜ר יְהוָ֣ה צְבָאוֹת֮ אֱלֹהֵ֣י יִשְׂרָאֵל֒ כַּאֲשֶׁר֩ נִתַּ֨ךְ אַפִּ֜י וַחֲמָתִ֗י עַל־יֹֽשְׁבֵי֙ יְר֣וּשָׁלִַ֔ם כֵּ֣ן תִּתַּ֤ךְ חֲמָתִי֙ עֲלֵיכֶ֔ם בְּבֹאֲכֶ֖ם מִצְרָ֑יִם וִהְיִיתֶ֞ם לְאָלָ֤ה וּלְשַׁמָּה֙ וְלִקְלָלָ֣ה וּלְחֶרְפָּ֔ה וְלֹֽא־תִרְא֣וּ ע֔וֹד אֶת־הַמָּק֖וֹם 'אאא' הַזֶּֽה׃,270A
מִפְּנֵ֣י רָעָתָ֗ם אֲשֶׁ֤ר עָשׂוּ֙ לְהַכְעִסֵ֔נִי 'אאא' לָלֶ֣כֶת לְקַטֵּ֔ר לַעֲבֹ֖ד לֵאלֹהִ֣ים אֲחֵרִ֑ים אֲשֶׁר֙ לֹ֣א יְדָע֔וּם הֵ֖מָּה אַתֶּ֥ם וַאֲבֹתֵיכֶֽם׃,270B
וַיֹּ֥אמֶר יִרְמְיָ֖הוּ אֶל־כָּל־הָעָ֑ם עַל־הַגְּבָרִ֤ים וְעַל־הַנָּשִׁים֙ וְעַל־כָּל־הָעָ֔ם הָעֹנִ֥ים אֹת֛וֹ דָּבָ֖ר 'אאא' לֵאמֹֽר׃,271A
לְמִצְרַ֗יִם עַל־חֵ֨יל פַּרְעֹ֤ה נְכוֹ֙ מֶ֣לֶךְ מִצְרַ֔יִם אֲשֶׁר־הָיָ֥ה עַל־נְהַר־פְּרָ֖ת בְּכַרְכְּמִ֑שׁ אֲשֶׁ֣ר הִכָּ֗ה נְבֽוּכַדְרֶאצַּר֙ מֶ֣לֶךְ בָּבֶ֔ל 'אאא' בִּשְׁנַת֙ הָֽרְבִיעִ֔ית לִיהוֹיָקִ֥ים בֶּן־יֹאשִׁיָּ֖הוּ מֶ֥לֶךְ יְהוּדָֽה׃,271B
אַ֠תָּה אַל־תִּירָ֞א עַבְדִּ֤י יַֽעֲקֹב֙ נְאֻם־יְהוָ֔ה כִּ֥י אִתְּךָ֖ אָ֑נִי כִּי֩ אֶעֱשֶׂ֨ה כָלָ֜ה בְּכָֽל־הַגּוֹיִ֣ם ׀ אֲשֶׁ֧ר הִדַּחְתִּ֣יךָ שָׁ֗מָּה וְאֹֽתְךָ֙ לֹא־ 'אאא' אֶעֱשֶׂ֣ה כָלָ֔ה וְיִסַּרְתִּ֙יךָ֙ לַמִּשְׁפָּ֔ט וְנַקֵּ֖ה לֹ֥א אֲנַקֶּֽךָּ׃,272A
וְעַל־דִּיב֣וֹן וְעַל־ 'אאא' נְב֔וֹ וְעַל־בֵּ֖ית דִּבְלָתָֽיִם׃,272B
הֵילִ֨ילִי חֶשְׁבּ֜וֹן כִּ֣י שֻׁדְּדָה־עַ֗י צְעַקְנָה֮ בְּנ֣וֹת רַבָּה֒ חֲגֹ֣רְנָה שַׂקִּ֔ים סְפֹ֕דְנָה וְהִתְשׁוֹטַ֖טְנָה בַּגְּדֵר֑וֹת 'אאא' כִּ֤י מַלְכָּם֙ בַּגּוֹלָ֣ה יֵלֵ֔ךְ כֹּהֲנָ֥יו וְשָׂרָ֖יו יַחְדָּֽיו׃,273A
אָהֳלֵיהֶ֤ם 'אאא' וְצֹאנָם֙ יִקָּ֔חוּ יְרִיעוֹתֵיהֶ֧ם וְכָל־כְּלֵיהֶ֛ם וּגְמַלֵּיהֶ֖ם יִשְׂא֣וּ לָהֶ֑ם וְקָרְא֧וּ עֲלֵיהֶ֛ם מָג֖וֹר מִסָּבִֽיב׃,273B
מִקֶּ֤צֶף יְהוָה֙ לֹ֣א תֵשֵׁ֔ב וְהָיְתָ֥ה שְׁמָמָ֖ה כֻּלָּ֑הּ כֹּ֚ל עֹבֵ֣ר 'אאא' עַל־בָּבֶ֔ל יִשֹּׁ֥ם וְיִשְׁרֹ֖ק עַל־כָּל־מַכּוֹתֶֽיהָ׃,274A
לָכֵ֗ן יֵשְׁב֤וּ צִיִּים֙ אֶת־אִיִּ֔ים וְיָ֥שְׁבוּ בָ֖הּ בְּנ֣וֹת יַֽעֲנָ֑ה וְלֹֽא־ 'אאא' תֵשֵׁ֥ב עוֹד֙ לָנֶ֔צַח וְלֹ֥א תִשְׁכּ֖וֹן עַד־דּ֥וֹר וָדֽוֹר׃,274B
לֹֽא־כְאֵ֜לֶּה חֵ֣לֶק יַעֲק֗וֹב כִּֽי־יוֹצֵ֤ר הַכֹּל֙ ה֔וּא וְשֵׁ֖בֶט נַחֲלָת֑וֹ 'אאא' יְהוָ֥ה צְבָא֖וֹת שְׁמֽוֹ׃,275A
וּפֶן־יֵרַ֤ךְ לְבַבְכֶם֙ וְתִֽירְא֔וּ בַּשְּׁמוּעָ֖ה הַנִּשְׁמַ֣עַת בָּאָ֑רֶץ וּבָ֧א בַשָּׁנָ֣ה הַשְּׁמוּעָ֗ה 'אאא' וְאַחֲרָ֤יו בַּשָּׁנָה֙ הַשְּׁמוּעָ֔ה וְחָמָ֣ס בָּאָ֔רֶץ וּמֹשֵׁ֖ל עַל־מֹשֵֽׁל׃,275B
בַּחֹ֤דֶשׁ הָֽרְבִיעִי֙ בְּתִשְׁעָ֣ה לַחֹ֔דֶשׁ 'אאא' וַיֶּחֱזַ֥ק הָרָעָ֖ב בָּעִ֑יר וְלֹא־הָיָ֥ה לֶ֖חֶם לְעַ֥ם הָאָֽרֶץ׃,276A
וַיִּקַּ֣ח אוֹתָ֔ם נְבוּזַרְאֲדָ֖ן רַב־טַבָּחִ֑ים וַיֹּ֧לֶךְ 'אאא' אוֹתָ֛ם אֶל־מֶ֥לֶךְ בָּבֶ֖ל רִבְלָֽתָה׃,276B
,276B
מַרְאֵ֨ה הָאוֹפַנִּ֤ים וּמַעֲשֵׂיהֶם֙ כְּעֵ֣ין תַּרְשִׁ֔ישׁ וּדְמ֥וּת אֶחָ֖ד לְאַרְבַּעְתָּ֑ן וּמַרְאֵיהֶם֙ וּמַ֣עֲשֵׂיהֶ֔ם כַּאֲשֶׁ֛ר יִהְיֶ֥ה הָאוֹפַ֖ן 'אאא' בְּת֥וֹךְ הָאוֹפָֽן׃,277A
וַיֹּ֣אמֶר אֵלַ֗י בֶּן־אָדָם֙ בִּטְנְךָ֤ 'אאא' תַֽאֲכֵל֙ וּמֵעֶ֣יךָ תְמַלֵּ֔א אֵ֚ת הַמְּגִלָּ֣ה הַזֹּ֔את אֲשֶׁ֥ר אֲנִ֖י נֹתֵ֣ן אֵלֶ֑יךָ וָאֹ֣כְלָ֔ה וַתְּהִ֥י בְּפִ֖י כִּדְבַ֥שׁ לְמָתֽוֹק׃,277B
וּֽבְדַבְּרִ֤י אֽוֹתְךָ֙ אֶפְתַּ֣ח אֶת־פִּ֔יךָ וְאָמַרְתָּ֣ אֲלֵיהֶ֔ם כֹּ֥ה אָמַ֖ר אֲדֹנָ֣י יְהֹוִ֑ה 'אאא' הַשֹּׁמֵ֤עַ ׀ יִשְׁמָע֙ וְהֶחָדֵ֣ל ׀ יֶחְדָּ֔ל כִּ֛י בֵּ֥ית מְרִ֖י הֵֽמָּה׃,278A
כֹּ֤ה אָמַר֙ אֲדֹנָ֣י יְהֹוִ֔ה זֹ֚את יְר֣וּשָׁלִַ֔ם בְּת֥וֹךְ הַגּוֹיִ֖ם שַׂמְתִּ֑יהָ 'אאא' וּסְבִיבוֹתֶ֖יהָ אֲרָצֽוֹת׃,278B
וְזָכְר֨וּ פְלִֽיטֵיכֶ֜ם אוֹתִ֗י בַּגּוֹיִם֮ אֲשֶׁ֣ר נִשְׁבּוּ־שָׁם֒ אֲשֶׁ֨ר נִשְׁבַּ֜רְתִּי אֶת־לִבָּ֣ם הַזּוֹנֶ֗ה אֲשֶׁר־סָר֙ מֵֽעָלַ֔י וְאֵת֙ עֵֽינֵיהֶ֔ם הַזֹּנ֕וֹת אַחֲרֵ֖י גִּלּֽוּלֵיהֶ֑ם וְנָקֹ֙טּוּ֙ בִּפְנֵיהֶ֔ם אֶל־ 'אאא' הָֽרָעוֹת֙ אֲשֶׁ֣ר עָשׂ֔וּ לְכֹ֖ל תּוֹעֲבֹתֵיהֶֽם׃,279A
וּצְבִ֤י עֶדְיוֹ֙ לְגָא֣וֹן שָׂמָ֔הוּ וְצַלְמֵ֧י תוֹעֲבֹתָ֛ם שִׁקּוּצֵיהֶ֖ם עָ֣שׂוּ ב֑וֹ עַל־כֵּ֛ן נְתַתִּ֥יו לָהֶ֖ם 'אאא' לְנִדָּֽה׃,279B
וַיָּבֵ֣א אֹתִ֗י אֶל־חֲצַ֣ר בֵּית־יְהוָה֮ הַפְּנִימִית֒ וְהִנֵּה־פֶ֜תַח הֵיכַ֣ל יְהוָ֗ה בֵּ֤ין הָֽאוּלָם֙ וּבֵ֣ין הַמִּזְבֵּ֔חַ כְּעֶשְׂרִ֥ים וַחֲמִשָּׁ֖ה אִ֑ישׁ 'אאא' אֲחֹ֨רֵיהֶ֜ם אֶל־הֵיכַ֤ל יְהוָה֙ וּפְנֵיהֶ֣ם קֵ֔דְמָה וְהֵ֛מָּה מִשְׁתַּחֲוִיתֶ֥ם קֵ֖דְמָה לַשָּֽׁמֶשׁ׃,280A
וַיִּשְׁלַח֩ הַכְּר֨וּב אֶת־יָד֜וֹ מִבֵּינ֣וֹת לַכְּרוּבִ֗ים אֶל־הָאֵשׁ֙ אֲשֶׁר֙ בֵּינ֣וֹת 'אאא' הַכְּרֻבִ֔ים וַיִּשָּׂא֙ וַיִּתֵּ֔ן אֶל־חָפְנֵ֖י לְבֻ֣שׁ הַבַּדִּ֑ים וַיִּקַּ֖ח וַיֵּצֵֽא׃,280B
בַּחֶ֣רֶב תִּפֹּ֔לוּ עַל־גְּב֥וּל יִשְׂרָאֵ֖ל אֶשְׁפּ֣וֹט אֶתְכֶ֑ם 'אאא' וִֽידַעְתֶּ֖ם כִּֽי־אֲנִ֥י יְהוָֽה׃,281A
וַיְהִ֧י דְבַר־יְהוָ֛ה אֵלַ֖י בַּבֹּ֥קֶר 'אאא' לֵאמֹֽר׃,281B
הֲל֤וֹא מַֽחֲזֵה־שָׁוְא֙ חֲזִיתֶ֔ם 'אאא' וּמִקְסַ֥ם כָּזָ֖ב אֲמַרְתֶּ֑ם וְאֹֽמְרִים֙ נְאֻם־יְהוָ֔ה וַאֲנִ֖י לֹ֥א דִבַּֽרְתִּי׃,282A
לָכֵ֣ן דַּבֵּר־א֠וֹתָם וְאָמַרְתָּ֨ אֲלֵיהֶ֜ם כֹּה־אָמַ֣ר ׀ אֲדֹנָ֣י יְהוִ֗ה אִ֣ישׁ אִ֣ישׁ מִבֵּ֣ית יִשְׂרָאֵ֡ל אֲשֶׁר֩ יַעֲלֶ֨ה אֶת־ 'אאא' גִּלּוּלָ֜יו אֶל־לִבּ֗וֹ וּמִכְשׁ֤וֹל עֲוֺנוֹ֙ יָשִׂים֙ נֹ֣כַח פָּנָ֔יו וּבָ֖א אֶל־הַנָּבִ֑יא אֲנִ֣י יְהוָ֗ה נַעֲנֵ֧יתִי ל֦וֹ בָ֖א בְּרֹ֥ב גִּלּוּלָֽיו׃,282B
,283A
,283B
וְלֹ֤א בְדַרְכֵיהֶן֙ הָלַ֔כְתְּ וּבְתוֹעֲבֽוֹתֵיהֶ֖ן 'אאא' עָשִׂ֑ית כִּמְעַ֣ט קָ֔ט וַתַּשְׁחִ֥תִי מֵהֵ֖ן בְּכָל־דְּרָכָֽיִךְ׃,284A
אֱמֹ֗ר כֹּ֥ה אָמַ֛ר אֲדֹנָ֥י יְהֹוִ֖ה תִּצְלָ֑ח 'אאא' הֲלוֹא֩ אֶת־שָׁרָשֶׁ֨יהָ יְנַתֵּ֜ק וְאֶת־פִּרְיָ֣הּ ׀ יְקוֹסֵ֣ס וְיָבֵ֗שׁ כָּל־טַרְפֵּ֤י צִמְחָהּ֙ תִּיבָ֔שׁ וְלֹֽא־בִזְרֹ֤עַ גְּדוֹלָה֙ וּבְעַם־רָ֔ב לְמַשְׂא֥וֹת אוֹתָ֖הּ מִשָּׁרָשֶֽׁיהָ׃,284B
בַּנֶּ֣שֶׁךְ לֹֽא־יִתֵּ֗ן 'אאא' וְתַרְבִּית֙ לֹ֣א יִקָּ֔ח מֵעָ֖וֶל יָשִׁ֣יב יָד֑וֹ מִשְׁפַּ֤ט אֱמֶת֙ יַֽעֲשֶׂ֔ה בֵּ֥ין אִ֖ישׁ לְאִֽישׁ׃,285A
הַשְׁלִ֣יכוּ מֵעֲלֵיכֶ֗ם אֶת־כָּל־פִשְׁעֵיכֶם֙ אֲשֶׁ֣ר פְּשַׁעְתֶּ֣ם בָּ֔ם וַעֲשׂ֥וּ לָכֶ֛ם לֵ֥ב חָדָ֖שׁ וְר֣וּחַ 'אאא' חֲדָשָׁ֑ה וְלָ֥מָּה תָמֻ֖תוּ בֵּ֥ית יִשְׂרָאֵֽל׃,285B
וָאֶתֵּ֤ן לָהֶם֙ אֶת־חֻקּוֹתַ֔י וְאֶת־מִשְׁפָּטַ֖י הוֹדַ֣עְתִּי אוֹתָ֑ם אֲשֶׁ֨ר יַעֲשֶׂ֥ה אוֹתָ֛ם הָאָדָ֖ם וָחַ֥י 'אאא' בָּהֶֽם׃,286A
וְהָֽעֹלָה֙ עַל־ר֣וּחֲכֶ֔ם הָי֖וֹ לֹ֣א תִֽהְיֶ֑ה אֲשֶׁ֣ר ׀ אַתֶּ֣ם אֹמְרִ֗ים נִֽהְיֶ֤ה כַגּוֹיִם֙ כְּמִשְׁפְּח֣וֹת 'אאא' הָאֲרָצ֔וֹת לְשָׁרֵ֖ת עֵ֥ץ וָאָֽבֶן׃,286B
וְיָֽדְעוּ֙ כָּל־בָּשָׂ֔ר כִּ֚י אֲנִ֣י יְהוָ֔ה הוֹצֵ֥אתִי חַרְבִּ֖י מִתַּעְרָ֑הּ לֹ֥א 'אאא' תָשׁ֖וּב עֽוֹד׃,287A
וְאַתָּ֣ה בֶן־אָדָ֗ם הִנָּבֵ֤א וְאָֽמַרְתָּ֙ כֹּ֤ה אָמַר֙ אֲדֹנָ֣י יְהֹוִ֔ה אֶל־בְּנֵ֥י עַמּ֖וֹן וְאֶל־חֶרְפָּתָ֑ם וְאָמַרְתָּ֗ חֶ֣רֶב חֶ֤רֶב פְּתוּחָה֙ לְטֶ֣בַח 'אאא' מְרוּטָ֔ה לְהָכִ֖יל לְמַ֥עַן בָּרָֽק׃,287B
קֶ֤שֶׁר נְבִיאֶ֙יהָ֙ 'אאא' בְּתוֹכָ֔הּ כַּאֲרִ֥י שׁוֹאֵ֖ג טֹ֣רֵֽף טָ֑רֶף נֶ֣פֶשׁ אָכָ֗לוּ חֹ֤סֶן וִיקָר֙ יִקָּ֔חוּ אַלְמְנוֹתֶ֖יהָ הִרְבּ֥וּ בְתוֹכָֽהּ׃,288A
,288B
כִּ֛י כֹּ֥ה אָמַ֖ר 'אאא' אֲדֹנָ֣י יְהוִ֑ה הַעֲלֵ֤ה עֲלֵיהֶם֙ קָהָ֔ל וְנָתֹ֥ן אֶתְהֶ֖ן לְזַעֲוָ֥ה וְלָבַֽז׃,289A
,289B
בֶּן־אָדָ֗ם יַ֠עַן אֲשֶׁר־אָ֨מְרָה צֹּ֤ר עַל־יְרוּשָׁלִַ֙ם֙ הֶאָ֔ח נִשְׁבְּרָ֛ה דַּלְת֥וֹת הָעַמִּ֖ים נָסֵ֣בָּה אֵלָ֑י 'אאא' אִמָּלְאָ֖ה הָחֳרָֽבָה׃,290A
שֵׁשׁ־בְּרִקְמָ֤ה מִמִּצְרַ֙יִם֙ 'אאא' הָיָ֣ה מִפְרָשֵׂ֔ךְ לִהְי֥וֹת לָ֖ךְ לְנֵ֑ס תְּכֵ֧לֶת וְאַרְגָּמָ֛ן מֵאִיֵּ֥י אֱלִישָׁ֖ה הָיָ֥ה מְכַסֵּֽךְ׃,290B
כֹּ֚ל יֹשְׁבֵ֣י הָאִיִּ֔ים שָׁמְמ֖וּ עָלָ֑יִךְ וּמַלְכֵיהֶם֙ שָׂ֣עֲרוּ שַׂ֔עַר רָעֲמ֖וּ 'אאא' פָּנִֽים׃,291A
כֹּֽה־אָמַר֮ אֲדֹנָ֣י יְהוִה֒ בְּקַבְּצִ֣י ׀ אֶת־בֵּ֣ית יִשְׂרָאֵ֗ל מִן־הָֽעַמִּים֙ אֲשֶׁ֣ר נָפֹ֣צוּ בָ֔ם וְנִקְדַּ֥שְׁתִּי בָ֖ם לְעֵינֵ֣י הַגּוֹיִ֑ם וְיָֽשְׁבוּ֙ עַל־אַדְמָתָ֔ם אֲשֶׁ֥ר 'אאא' נָתַ֖תִּי לְעַבְדִּ֥י לְיַעֲקֹֽב׃,291B
לָכֵ֗ן כֹּ֤ה אָמַר֙ אֲדֹנָ֣י 'אאא' יְהוִ֔ה הִנְנִ֥י נֹתֵ֛ן לִנְבוּכַדְרֶאצַּ֥ר מֶֽלֶךְ־בָּבֶ֖ל אֶת־אֶ֣רֶץ מִצְרָ֑יִם וְנָשָׂ֨א הֲמֹנָ֜הּ וְשָׁלַ֤ל שְׁלָלָהּ֙ וּבָזַ֣ז בִּזָּ֔הּ וְהָיְתָ֥ה שָׂכָ֖ר לְחֵילֽוֹ׃,292A
וַהֲפִצוֹתִ֥י אֶת־מִצְרַ֖יִם בַּגּוֹיִ֑ם 'אאא' וְזֵרִיתִ֖ם בָּאֲרָצֽוֹת׃,292B
,293A
בְּת֣וֹךְ חֲ֠לָלִים נָתְנ֨וּ מִשְׁכָּ֥ב לָהּ֙ בְּכָל־הֲמוֹנָ֔הּ 'אאא' סְבִֽיבוֹתָ֖יו קִבְרֹתֶ֑הָ כֻּלָּ֣ם עֲרֵלִ֣ים חַלְלֵי־חֶ֡רֶב כִּֽי־נִתַּ֨ן חִתִּיתָ֜ם בְּאֶ֣רֶץ חַיִּ֗ים וַיִּשְׂא֤וּ כְלִמָּתָם֙ אֶת־י֣וֹרְדֵי ב֔וֹר בְּת֥וֹךְ חֲלָלִ֖ים נִתָּֽן׃,293B
בְּאָמְרִ֤י לַצַּדִּיק֙ חָיֹ֣ה יִֽחְיֶ֔ה וְהֽוּא־בָטַ֥ח עַל־צִדְקָת֖וֹ וְעָ֣שָׂה עָ֑וֶל 'אאא' כָּל־צִדְקֹתָיו֙ לֹ֣א תִזָּכַ֔רְנָה וּבְעַוְל֥וֹ אֲשֶׁר־עָשָׂ֖ה בּ֥וֹ יָמֽוּת׃,294A
אֶֽת־הַנַּחְלוֹת֩ לֹ֨א 'אאא' חִזַּקְתֶּ֜ם וְאֶת־הַחוֹלָ֣ה לֹֽא־רִפֵּאתֶ֗ם וְלַנִּשְׁבֶּ֙רֶת֙ לֹ֣א חֲבַשְׁתֶּ֔ם וְאֶת־הַנִּדַּ֙חַת֙ לֹ֣א הֲשֵׁבֹתֶ֔ם וְאֶת־הָאֹבֶ֖דֶת לֹ֣א בִקַּשְׁתֶּ֑ם וּבְחָזְקָ֛ה רְדִיתֶ֥ם אֹתָ֖ם וּבְפָֽרֶךְ׃,294B
וְנָתַתִּ֥י אוֹתָ֛ם וּסְבִיב֥וֹת 'אאא' גִּבְעָתִ֖י בְּרָכָ֑ה וְהוֹרַדְתִּ֤י הַגֶּ֙שֶׁם֙ בְּעִתּ֔וֹ גִּשְׁמֵ֥י בְרָכָ֖ה יִֽהְיֽוּ׃,295A
לָכֵן֙ הָרֵ֣י יִשְׂרָאֵ֔ל שִׁמְע֖וּ דְּבַר־אֲדֹנָ֣י יְהוִ֑ה כֹּֽה־אָמַ֣ר אֲדֹנָ֣י יְ֠הוִה לֶהָרִ֨ים וְלַגְּבָע֜וֹת לָאֲפִיקִ֣ים וְלַגֵּאָי֗וֹת 'אאא' וְלֶחֳרָב֤וֹת הַשֹּֽׁמְמוֹת֙ וְלֶעָרִ֣ים הַנֶּעֱזָב֔וֹת אֲשֶׁ֨ר הָי֤וּ לְבַז֙ וּלְלַ֔עַג לִשְׁאֵרִ֥ית הַגּוֹיִ֖ם אֲשֶׁ֥ר מִסָּבִֽיב׃,295B
וְנָתַתִּ֤י לָכֶם֙ לֵ֣ב חָדָ֔שׁ וְר֥וּחַ חֲדָשָׁ֖ה 'אאא' אֶתֵּ֣ן בְּקִרְבְּכֶ֑ם וַהֲסִ֨רֹתִ֜י אֶת־לֵ֤ב הָאֶ֙בֶן֙ מִבְּשַׂרְכֶ֔ם וְנָתַתִּ֥י לָכֶ֖ם לֵ֥ב בָּשָֽׂר׃,296A
לָכֵן֩ הִנָּבֵ֨א 'אאא' וְאָמַרְתָּ֜ אֲלֵיהֶ֗ם כֹּֽה־אָמַר֮ אֲדֹנָ֣י יְהוִה֒ הִנֵּה֩ אֲנִ֨י פֹתֵ֜חַ אֶת־קִבְרֽוֹתֵיכֶ֗ם וְהַעֲלֵיתִ֥י אֶתְכֶ֛ם מִקִּבְרוֹתֵיכֶ֖ם עַמִּ֑י וְהֵבֵאתִ֥י אֶתְכֶ֖ם אֶל־אַדְמַ֥ת יִשְׂרָאֵֽל׃,296B
פָּרַ֛ס כּ֥וּשׁ וּפ֖וּט אִתָּ֑ם כֻּלָּ֖ם 'אאא' מָגֵ֥ן וְכוֹבָֽע׃,297A
וְאַתָּ֤ה בֶן־אָדָם֙ הִנָּבֵ֣א עַל־גּ֔וֹג וְאָ֣מַרְתָּ֔ כֹּ֥ה אָמַ֖ר 'אאא' אֲדֹנָ֣י יְהוִ֑ה הִנְנִ֤י אֵלֶ֙יךָ֙ גּ֔וֹג נְשִׂ֕יא רֹ֖אשׁ מֶ֥שֶׁךְ וְתֻבָֽל׃,297B
כְּטֻמְאָתָ֥ם וּכְפִשְׁעֵיהֶ֖ם עָשִׂ֣יתִי אֹתָ֑ם 'אאא' וָאַסְתִּ֥ר פָּנַ֖י מֵהֶֽם׃,298A
וְחַלֹּנ֣וֹת אֲטֻמ֣וֹת אֶֽל־הַתָּאִ֡ים וְאֶל֩ אֵלֵיהֵ֨מָה לִפְנִ֤ימָה לַשַּׁ֙עַר֙ סָבִ֣יב ׀ סָבִ֔יב וְכֵ֖ן לָאֵֽלַמּ֑וֹת וְחַלּוֹנ֞וֹת 'אאא' סָבִ֤יב ׀ סָבִיב֙ לִפְנִ֔ימָה וְאֶל־אַ֖יִל תִּמֹרִֽים׃,298B
אַרְבָּעָ֨ה שֻׁלְחָנ֜וֹת מִפֹּ֗ה וְאַרְבָּעָ֧ה שֻׁלְחָנ֛וֹת מִפֹּ֖ה 'אאא' לְכֶ֣תֶף הַשָּׁ֑עַר שְׁמוֹנָ֥ה שֻׁלְחָנ֖וֹת אֲלֵיהֶ֥ם יִשְׁחָֽטוּ׃,299A
וְהַבִּנְיָ֡ן אֲשֶׁר֩ אֶל־פְּנֵ֨י הַגִּזְרָ֜ה 'אאא' פְּאַ֣ת דֶּֽרֶךְ־הַיָּ֗ם רֹ֚חַב שִׁבְעִ֣ים אַמָּ֔ה וְקִ֧יר הַבִּנְיָ֛ן חָֽמֵשׁ־אַמּ֥וֹת רֹ֖חַב סָבִ֣יב ׀ סָבִ֑יב וְאָרְכּ֖וֹ תִּשְׁעִ֥ים אַמָּֽה׃,299B
וְדֶ֙רֶךְ֙ 'אאא' לִפְנֵיהֶ֔ם כְּמַרְאֵ֣ה הַלְּשָׁכ֗וֹת אֲשֶׁר֙ דֶּ֣רֶךְ הַצָּפ֔וֹן כְּאָרְכָּ֖ן כֵּ֣ן רָחְבָּ֑ן וְכֹל֙ מוֹצָ֣אֵיהֶ֔ן וּכְמִשְׁפְּטֵיהֶ֖ן וּכְפִתְחֵיהֶֽן׃,300A
וְאִֽם־נִכְלְמ֞וּ מִכֹּ֣ל אֲשֶׁר־עָשׂ֗וּ צוּרַ֣ת הַבַּ֡יִת וּתְכוּנָת֡וֹ וּמוֹצָאָ֡יו וּמוֹבָאָ֣יו וְֽכָל־צֽוּרֹתָ֡ו וְאֵ֣ת כָּל־חֻקֹּתָיו֩ וְכָל־צ֨וּרֹתָ֤יו וְכָל־תּוֹרֹתָיו֙ הוֹדַ֣ע אוֹתָ֔ם וּכְתֹ֖ב 'אאא' לְעֵֽינֵיהֶ֑ם וְיִשְׁמְר֞וּ אֶת־כָּל־צוּרָת֛וֹ וְאֶת־כָּל־חֻקֹּתָ֖יו וְעָשׂ֥וּ אוֹתָֽם׃,300B
וַיֹּ֨אמֶר אֵלַ֜י יְהֹוָ֗ה בֶּן־אָדָ֡ם שִׂ֣ים לִבְּךָ֩ וּרְאֵ֨ה בְעֵינֶ֜יךָ וּבְאָזְנֶ֣יךָ שְּׁמָ֗ע אֵ֣ת כָּל־אֲשֶׁ֤ר אֲנִי֙ מְדַבֵּ֣ר אֹתָ֔ךְ לְכָל־חֻקּ֥וֹת בֵּית־יְהוָ֖ה וּלְכָל־ 'אאא' תּֽוֹרֹתָ֑יו וְשַׂמְתָּ֤ לִבְּךָ֙ לִמְב֣וֹא הַבַּ֔יִת בְּכֹ֖ל מוֹצָאֵ֥י הַמִּקְדָּֽשׁ׃,301A
וּבְיוֹם֩ בֹּא֨וֹ אֶל־הַקֹּ֜דֶשׁ אֶל־הֶחָצֵ֤ר 'אאא' הַפְּנִימִית֙ לְשָׁרֵ֣ת בַּקֹּ֔דֶשׁ יַקְרִ֖יב חַטָּאת֑וֹ נְאֻ֖ם אֲדֹנָ֥י יְהוִֽה׃,301B
וְעַֽל־הַנָּשִׂ֣יא יִהְיֶ֗ה הָעוֹל֣וֹת וְהַמִּנְחָה֮ וְהַנֵּסֶךְ֒ בַּחַגִּ֤ים וּבֶחֳדָשִׁים֙ וּבַשַּׁבָּת֔וֹת בְּכָֽל־מוֹעֲדֵ֖י בֵּ֣ית 'אאא' יִשְׂרָאֵ֑ל הֽוּא־יַעֲשֶׂ֞ה אֶת־הַחַטָּ֣את וְאֶת־הַמִּנְחָ֗ה וְאֶת־הָֽעוֹלָה֙ וְאֶת־הַשְּׁלָמִ֔ים לְכַפֵּ֖ר בְּעַ֥ד בֵּֽית־יִשְׂרָאֵֽל׃,302A
וּמִנְחָה֩ תַעֲשֶׂ֨ה עָלָ֜יו בַּבֹּ֤קֶר בַּבֹּ֙קֶר֙ שִׁשִּׁ֣ית הָֽאֵיפָ֔ה וְשֶׁ֛מֶן שְׁלִישִׁ֥ית הַהִ֖ין לָרֹ֣ס אֶת־הַסֹּ֑לֶת מִנְחָה֙ לַֽיהוָ֔ה 'אאא' חֻקּ֥וֹת עוֹלָ֖ם תָּמִֽיד׃,302B
